id,baseSeed,nsgaIterations,Nmetric
../instances/928/2-4-80__3.txt,0,10,31
../instances/928/2-4-80__3.txt,0,10,33
../instances/928/2-4-80__3.txt,0,10,31
../instances/928/2-4-80__3.txt,0,10,31
../instances/928/2-4-80__3.txt,0,10,31
../instances/928/2-4-80__3.txt,0,10,31
../instances/928/2-4-80__3.txt,0,10,31
../instances/928/2-4-80__3.txt,0,10,31
../instances/928/2-4-80__3.txt,0,10,31
../instances/928/2-4-80__3.txt,0,10,31
