id,baseSeed,nsgaIterations,Nmetric
../instances/928/2-4-40__1.txt,0,10,32
../instances/928/2-4-40__1.txt,0,10,32
../instances/928/2-4-40__1.txt,0,10,32
../instances/928/2-4-40__1.txt,0,10,32
../instances/928/2-4-40__1.txt,0,10,32
../instances/928/2-4-40__1.txt,0,10,32
../instances/928/2-4-40__1.txt,0,10,34
../instances/928/2-4-40__1.txt,0,10,32
../instances/928/2-4-40__1.txt,0,10,32
../instances/928/2-4-40__1.txt,0,10,32
