id,baseSeed,nsgaIterations,Nmetric
../instances/928/2-4-60__2.txt,0,10,31
../instances/928/2-4-60__2.txt,0,10,31
../instances/928/2-4-60__2.txt,0,10,29
../instances/928/2-4-60__2.txt,0,10,32
../instances/928/2-4-60__2.txt,0,10,32
../instances/928/2-4-60__2.txt,0,10,27
../instances/928/2-4-60__2.txt,0,10,27
../instances/928/2-4-60__2.txt,0,10,31
../instances/928/2-4-60__2.txt,0,10,26
../instances/928/2-4-60__2.txt,0,10,32
