id,baseSeed,nsgaIterations,Nmetric
../instances/928/2-4-20__0.txt,0,10,24
../instances/928/2-4-20__0.txt,0,10,32
../instances/928/2-4-20__0.txt,0,10,25
../instances/928/2-4-20__0.txt,0,10,32
../instances/928/2-4-20__0.txt,0,10,32
../instances/928/2-4-20__0.txt,0,10,34
../instances/928/2-4-20__0.txt,0,10,32
../instances/928/2-4-20__0.txt,0,10,31
../instances/928/2-4-20__0.txt,0,10,31
../instances/928/2-4-20__0.txt,0,10,31
