id,baseSeed,nsgaIterations,Nmetric
../instances/928/2-4-100__4.txt,0,10,29
../instances/928/2-4-100__4.txt,0,10,33
../instances/928/2-4-100__4.txt,0,10,29
../instances/928/2-4-100__4.txt,0,10,33
../instances/928/2-4-100__4.txt,0,10,30
../instances/928/2-4-100__4.txt,0,10,29
../instances/928/2-4-100__4.txt,0,10,29
../instances/928/2-4-100__4.txt,0,10,32
../instances/928/2-4-100__4.txt,0,10,32
../instances/928/2-4-100__4.txt,0,10,32
